GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RANBP17	13.53832781	0.250180604	0.361476769	1.133648132	0.256942174	0.478009173
INSYN2B	49.70237346	-0.62906351	0.273451964	-2.146657066	0.031820593	0.106064116
ZNG1DP	170.6753137	0.145241989	0.168542171	0.860727604	0.389388086	0.614024473
FOXD4L5	1.223165944	-0.183957543	0.292544641	-0.626431363	0.531032044	NA
LOC728877	438.970018	-0.058951834	0.121621419	-0.494816504	0.620729653	0.799722332
LINC01291	31.88501206	0.085638004	0.29509828	0.122884287	0.902198728	0.953036281
FAM88C	32.81688307	-0.662328591	0.273969695	-2.392625567	0.016728303	0.063656963
ODAD4	24.66977598	-0.210654508	0.324526583	-0.662281567	0.507790788	0.716649127
MRPL53	22.04837439	-0.104389595	0.31982658	-0.396344851	0.691850644	0.845577182
ST8SIA6-AS1	0.319582253	-0.084631053	0.152232952	-0.405352286	0.685218578	NA
MROH6	91.06412812	0.319095267	0.205265025	1.520871287	0.128292141	0.300226296
ATXN2	1331.141649	0.377257684	0.109411631	3.448644537	0.000563408	0.003676631
DCTN1	6019.33425	0.072953054	0.079570267	0.917133076	0.35907291	0.584944979
SPATA31A1	0	NA	NA	NA	NA	NA
PNMA8B	69.28495668	-0.001550365	0.232888352	0.157188685	0.875096146	0.940955823
TCTN1	789.3446428	-0.240400586	0.093553938	-2.569910981	0.010172465	0.04280604
FAM216A	122.8233437	0.141312856	0.176782961	0.801041044	0.423107885	0.646565489
ZBTB48	204.2677891	-0.008151411	0.145046939	-0.051397372	0.959008879	0.979712329
IGFL2	0.195954217	0.007560358	0.152128056	0.053131741	0.957626941	NA
IGFL4	1.212824672	0.00917913	0.257065696	-0.252964712	0.800295482	NA
NAT8B	0	NA	NA	NA	NA	NA
KRTAP9-3	0	NA	NA	NA	NA	NA
LOC389602	0	NA	NA	NA	NA	NA
KRTAP4-8	0	NA	NA	NA	NA	NA
GPR20	3.664193091	-0.831387078	0.353052115	-2.511457945	0.012023361	0.049150997
KRTAP1-4	0	NA	NA	NA	NA	NA
KRT40	0.332156302	-0.024314729	0.152222459	-0.136341144	0.891551599	NA
KRT25	0	NA	NA	NA	NA	NA
MZT1	146.8456186	0.290315963	0.180215051	1.615278697	0.106250355	0.261494239
LINC01545	1.386351285	0.103952534	0.294887205	0.070952472	0.943435582	NA
SPINK9	0.487647484	-0.117514595	0.157960035	-0.585713455	0.558068091	NA
LRRC3C	0.22899536	-0.054545661	0.152128056	-0.321843764	0.747571058	NA
PRR20B	0	NA	NA	NA	NA	NA
PRR20A	0	NA	NA	NA	NA	NA
ZNF155	58.46933309	-0.490591004	0.240359013	-2.049743153	0.040389502	0.127238744
UQCC3	41.31355237	-0.036451009	0.257066169	-0.125515411	0.900115525	0.952381872
FBXO48	57.70676064	-0.268558072	0.246960004	-1.133803544	0.256876964	0.477944795
GRXCR2	0	NA	NA	NA	NA	NA
LOC124906016	2.345252785	-0.161435597	0.328099776	-0.592302369	0.55364813	NA
FAM221B	0.447086333	0.057933626	0.152710703	0.323482582	0.746329796	NA
ATP6V0E2-AS1	21.39879398	-0.476796008	0.337836039	-1.436762543	0.150785477	0.336573186
CD177	17.07278144	-0.525868556	0.338193357	-1.613227839	0.106695017	0.262179291
PSG5	1860.387701	-0.708077484	0.124142233	-5.908324691	3.46E-09	6.30E-08
ZNF783	215.972311	0.214334452	0.139802945	1.527766494	0.126570524	0.297478039
ZNF425	123.6785267	-0.432139089	0.175131298	-2.465196772	0.013693803	0.054482146
FAM83A-AS1	0.351388872	0.037566319	0.15224924	0.234578133	0.814536183	NA
LRRC10B	0	NA	NA	NA	NA	NA
FBXO47	0.293542695	0.007560358	0.152128056	0.053754071	0.957131103	NA
UQCC6	86.4179904	0.155583602	0.219050259	0.680187033	0.496386042	0.707130489
PCDHGA1	59.09364539	-0.44709957	0.226214953	-1.986147506	0.047016948	0.143261786
BLACE	0	NA	NA	NA	NA	NA
PCDHA9	1.178330559	0.357903905	0.262807436	1.432477793	0.152007129	NA
PCDHA8	2.285395236	-0.020640871	0.310772944	-0.271657918	0.785885061	NA
PCDHA7	3.953892653	0.048037149	0.3666371	0.425992997	0.670112949	0.832496723
PCDHA5	0.934451337	0.267996858	0.242473313	1.168485656	0.242610922	NA
PCDHA4	5.903456989	0.012717795	0.374651879	0.105615941	0.915887077	0.959770003
PCDHA2	1.519081436	-0.066094493	0.311445514	-0.087703021	0.930112719	NA
PCDHA1	0.820010056	0.066476704	0.230772995	0.333417418	0.738819217	NA
TRIM13	475.9257516	0.207089886	0.109209866	1.895849324	0.057979972	0.16754538
ERICH4	0	NA	NA	NA	NA	NA
MS4A13	0	NA	NA	NA	NA	NA
PRSS3P4	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
PRSS1	0	NA	NA	NA	NA	NA
OR4D8P	0	NA	NA	NA	NA	NA
SPIRE2	107.0080225	-0.739388003	0.18954021	-3.898523009	9.68E-05	0.000769911
CRTC1P1	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
AARD	1.746439206	0.526005737	0.293497252	1.97888614	0.047828827	NA
LINC02138	0	NA	NA	NA	NA	NA
PABPN1L	0	NA	NA	NA	NA	NA
OR5G5P	0	NA	NA	NA	NA	NA
OR5D16	0	NA	NA	NA	NA	NA
OR5L2	0	NA	NA	NA	NA	NA
GRM5P1	0	NA	NA	NA	NA	NA
LOC400553	6.592997447	-0.782161854	0.374673077	-2.045747217	0.040781248	0.128182294
PKHD1L1	0.302472683	-0.024314729	0.152222459	-0.02044647	0.983687214	NA
SLFN12L	4.091330311	0.004272582	0.368659587	0.169570764	0.865347716	0.936340766
LINC01121	10.99150419	-0.332586315	0.359340389	-1.050257135	0.293599907	0.520769667
CLLU1-AS1	0.33216973	-0.02445701	0.152239343	-0.145566275	0.884263793	NA
SLC35B4	603.4135137	0.104058833	0.102572225	1.008788955	0.313075859	0.540757949
LGALS7.1	0	NA	NA	NA	NA	NA
SYCE1L	6.322950121	0.112495467	0.37469453	0.048147487	0.961598701	0.980940804
TMEM231	163.505621	-0.252171602	0.161406831	-1.536725405	0.124360567	0.293710619
GARIN1A	32.73248809	0.450484043	0.273410122	1.661709169	0.096571102	0.243156131
LINC02898	1.077907389	0.279296427	0.23802156	1.117313106	0.263860474	NA
CCNI2	2.503491924	0.077481527	0.343298396	0.063247196	0.949569663	NA
TMEM240	55.05660383	0.039215402	0.237011545	0.153692809	0.877851955	0.942556115
FRG2	0	NA	NA	NA	NA	NA
SPATA31F1	4.272902845	-0.195458077	0.370233182	-0.606988956	0.543858241	0.743750792
CDKL4	7.26126662	0.423861103	0.374710937	1.113061887	0.265681851	0.488449233
TMEM88B	0.74453183	-0.185999988	0.20967483	-0.715684915	0.474185927	NA
ACCSL	0	NA	NA	NA	NA	NA
C4orf47	12.12656113	-0.089607098	0.354192203	-0.323102269	0.746617792	0.876762177
TRIQK	327.4969453	-0.017501701	0.127138296	-0.139679569	0.888913169	0.94681591
SDHAF1	120.714089	0.028139727	0.183532569	0.162622042	0.870816031	0.938874837
ARID3C	3.535984699	0.16658521	0.361637923	0.430601685	0.666758016	0.830862323
PSENEN	109.4378176	0.041255669	0.197738795	0.214360517	0.830265929	0.919658226
LINC02903	0	NA	NA	NA	NA	NA
C11orf91	0.716572889	-0.09576384	0.22516219	-0.327158472	0.743548028	NA
LINC00654	191.9374359	-0.466708396	0.162586825	-2.794164737	0.005203396	0.024626865
SLC10A5P1	0	NA	NA	NA	NA	NA
FABP9	0	NA	NA	NA	NA	NA
ZBTB10	424.4148612	0.503771122	0.154099839	3.248957973	0.001158286	0.00684366
C4orf46	589.7942307	-1.299917226	0.161421638	-8.026745832	1.00E-15	3.90E-14
SCGB2B2	9.666469864	0.067568254	0.366422557	0.154216208	0.877439263	0.942365308
LGR4	388.9823707	-1.060126912	0.138716246	-7.618960031	2.56E-14	8.50E-13
PSMB10	114.4185899	0.070211417	0.17482996	0.387774583	0.698182856	0.848997312
VIT	211.2443306	0.346637208	0.229866544	1.484048186	0.137796138	0.316398248
TTLL10-AS1	0	NA	NA	NA	NA	NA
SPDYE2	62.26224167	-0.291935033	0.25381268	-1.067070893	0.285939824	0.512127112
OR7E36P	8.554188973	0.200505063	0.36829523	0.512881686	0.608034085	0.791518862
E2F4	955.8025348	0.282250004	0.105995661	2.653120084	0.007975149	0.035141064
DGAT2L7P	0.106531894	-0.023492652	0.152128056	-0.149036282	0.881525004	NA
PDE7A	227.6972345	-0.204237265	0.138945166	-1.477222357	0.139616043	0.3190792
TMEM170B	118.8541801	0.295782467	0.186979799	1.576189166	0.114982214	0.277061772
TRBV20OR9-2	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
MUC12	11.46410006	0.292136893	0.36813329	0.887907241	0.374590649	0.599406453
CTXN3	0	NA	NA	NA	NA	NA
LINC01602	0.41846896	0.102241589	0.152290091	0.341508929	0.732720484	NA
MGAT4D	0	NA	NA	NA	NA	NA
SNX2	1653.904175	-0.35112457	0.088669693	-3.960621627	7.48E-05	0.00061183
SAP25	0	NA	NA	NA	NA	NA
NT5M	26.91751423	-0.268585031	0.302533516	-0.888660791	0.374185409	0.599129809
GCNT2P1	0.27240417	-0.054545661	0.152128056	-0.213116372	0.831236195	NA
SARNP	44.63462165	-0.330590907	0.253733589	-1.305917291	0.191580686	0.395835405
OR6C68	0	NA	NA	NA	NA	NA
OR6C65	0	NA	NA	NA	NA	NA
OR6C3	0	NA	NA	NA	NA	NA
OR6C1	0	NA	NA	NA	NA	NA
OR6C72P	0	NA	NA	NA	NA	NA
GOLGA2P1	0	NA	NA	NA	NA	NA
LINC01460	1.527269575	0.021284251	0.306639213	0.383133279	0.701620946	NA
ADGRG1	55.35752133	-0.284200519	0.245665863	-1.172716504	0.240909511	0.458171103
IPO7	3596.605703	0.161327307	0.075435545	2.138882914	0.032445152	0.107571868
PRR13	686.8520997	0.455548177	0.100378172	4.538029877	5.68E-06	6.04E-05
TECPR1	766.9776583	0.199627993	0.104768189	1.907594804	0.056443607	0.164169002
MT1H	0.990990962	0.182613787	0.201119135	0.493559589	0.621617246	NA
SLCO6A1	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
MT1A	3.600357727	0.192926882	0.360749323	0.241477812	0.809184811	0.90960481
INSYN1	33.64476259	-0.53142342	0.307119237	-1.830131163	0.067230328	0.187275919
MT1M	52.3062704	2.050618936	0.282544238	7.180393614	6.95E-13	1.97E-11
LINC00661	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
CFI	64.92699209	-0.431450179	0.240026376	-1.932714228	0.053271411	0.157554235
OR52E6	0	NA	NA	NA	NA	NA
SAMD9	483.5602162	-0.022168823	0.127480244	-0.147226939	0.882952898	0.944396743
KRT6A	0	NA	NA	NA	NA	NA
CNEP1R1	334.9850348	0.105371008	0.12224123	0.862467754	0.38843017	0.613319063
KRT81	1.866084422	0.448570538	0.318582274	1.41495179	0.157082632	NA
EXOC3L4	2.782617989	-0.195667526	0.354940102	-0.570479726	0.568352369	NA
KRTAP12-3	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
IZUMO3	0	NA	NA	NA	NA	NA
KU-MEL-3	0.545233517	-0.087272328	0.164617456	-0.28448995	0.776034935	NA
KRTAP10-2	0	NA	NA	NA	NA	NA
TP53TG3D	11.35888086	-0.487499972	0.370272233	-1.089109116	0.27610577	0.500716259
TP53TG3C	6.277455011	-0.35517023	0.369529868	-0.410416469	0.681500467	0.839828859
CCDC85C	112.3272621	-0.583960184	0.202047944	-2.840327965	0.004506717	0.02181
SPDYE18	21.93044622	-0.291887902	0.312023311	-0.895146699	0.370708673	0.595597206
OR52A4P	0	NA	NA	NA	NA	NA
OR52J3	0	NA	NA	NA	NA	NA
OR51A2	0	NA	NA	NA	NA	NA
OR51A4	0	NA	NA	NA	NA	NA
MAPRE3-AS1	0.969295594	0.007294422	0.229072089	0.017863295	0.985747911	NA
C2CD4B	0	NA	NA	NA	NA	NA
RGL3	106.3091833	0.317554296	0.179354694	1.767427697	0.077156628	0.206314709
NAP1L4	1841.253332	-0.068529313	0.088696328	-0.772745384	0.439673082	0.660508122
TMSB4X	35645.18475	-0.202148936	0.09645469	-2.091016795	0.036526558	0.117972852
TMEM256	46.42500317	0.168404667	0.2538842	0.719045577	0.472112838	0.688119664
LINC03041	1.716749557	0.215937048	0.319821385	0.622596333	0.533549822	NA
CHKB-DT	4.710725059	-0.040915962	0.370734479	-0.364171739	0.715729769	0.86035225
CPT1B	0.800455149	0.048553163	0.164354382	0.136356532	0.891539435	NA
FLRT2-AS1	5.117026519	-0.370347977	0.367138684	-1.306359879	0.191430203	0.395663475
SMN1.1	685.390025	0.102802371	0.106976044	0.971946097	0.331077365	0.558441451
SERF1A.1	271.3704002	0.213531641	0.13985819	1.527333825	0.126678022	0.297606915
HMGN1	1973.292161	-0.54964929	0.094449542	-5.823820201	5.75E-09	1.02E-07
MUC19	11.80364272	-0.14848	0.374561014	-1.004645161	0.315067743	0.542156862
DENND6B	111.0938716	-0.0253146	0.186644142	-0.13191939	0.895048052	0.950110147
EIF3CL	7833.360924	-0.140972879	0.077656145	-1.815723896	0.069412737	0.191645915
LOC101928906	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
LINC01446	0.68042208	0.084851888	0.154914081	0.200363085	0.841196628	NA
LCMT1	364.270589	0.03794516	0.114828736	0.331578684	0.740207417	0.873042223
LINC01310	0	NA	NA	NA	NA	NA
LINC00898	0	NA	NA	NA	NA	NA
LINC00583	0	NA	NA	NA	NA	NA
MFSD2B	27.01761615	0.250306467	0.288576987	0.884975772	0.376169699	0.600886458
VCX3B	0.089435752	0.038613367	0.152128056	0.235307714	0.813969908	NA
CDPF1	123.7837115	-0.105215359	0.173942863	-0.607768656	0.54334092	0.743433962
RPS2P23	0.332156302	-0.024314729	0.152222459	-0.136341144	0.891551599	NA
HTN3	0	NA	NA	NA	NA	NA
LIN52	149.1607047	0.693431869	0.158316417	4.385305206	1.16E-05	0.000114547
ARSH	0	NA	NA	NA	NA	NA
ACOT6	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
SMIM11	260.6646071	0.045371293	0.147599701	0.308291242	0.757860729	0.882651241
TECRL	0	NA	NA	NA	NA	NA
DPF3	109.7018672	-0.826286669	0.242429812	-3.402092175	0.000668721	0.004273909
MANSC4	3.333195226	0.387904355	0.353273537	1.305744392	0.191639496	0.395857493
LOC100129554	0	NA	NA	NA	NA	NA
ADARB2-AS1	0	NA	NA	NA	NA	NA
SMIM45	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
ETFRF1	210.1221352	-0.225310107	0.166833008	-1.342766807	0.179347495	0.379598794
C17orf107	5.868437271	-0.03456659	0.373218548	-0.188351669	0.850600984	0.929920538
MBD3L4	1.238380694	0.177341356	0.19499185	0.345954683	0.729376772	NA
ITSN1	1513.518348	0.418613701	0.096225177	4.344185072	1.40E-05	0.000136353
ITPRIPL2	1640.153306	0.377696597	0.082599608	4.570308988	4.87E-06	5.24E-05
DENND1C	0.573988509	0.067082121	0.210104145	0.316565557	0.751573274	NA
PKD1P4	1715.318815	0.297667273	0.133267668	2.224199301	0.026135038	0.09083569
CRLF2	0	NA	NA	NA	NA	NA
CRYZL1	355.455791	-0.104107883	0.115560825	-0.898381519	0.368982186	0.594329635
RIMOC1	1152.003617	0.401515017	0.092658419	4.333290725	1.47E-05	0.000142836
RPL31P5	0	NA	NA	NA	NA	NA
GAGE1	0	NA	NA	NA	NA	NA
ARRDC5	0.729423164	0.111987721	0.225955233	0.467848479	0.639892949	NA
LINC01531	0	NA	NA	NA	NA	NA
DPP9-AS1	2.163376556	0.039840535	0.320211032	0.147746259	0.882543023	NA
LOH12CR2	25.24023347	-0.266636895	0.308271736	-0.873704315	0.382279301	0.607706995
LOC344967	1.151071745	-0.100502486	0.28759403	-0.390647101	0.696058105	NA
CYS1	99.96994769	-0.267794129	0.200697366	-1.385832984	0.165797908	0.3600473
PLPP6	141.7605442	0.072201777	0.173087533	0.407678595	0.683509654	0.840549869
KLRC2	0	NA	NA	NA	NA	NA
KLRC3	0	NA	NA	NA	NA	NA
C16orf96	1.191631591	-0.148035714	0.281207935	-0.616022407	0.537879731	NA
GMNC	5.777090854	0.430146984	0.371496575	1.014271818	0.310453068	0.538625685
LINC00487	0	NA	NA	NA	NA	NA
TTC23L	10.99901056	0.092047696	0.360080987	0.201960831	0.839947346	0.925084027
CLEC6A	0	NA	NA	NA	NA	NA
RFPL3S	0.968961999	0.020195792	0.249240706	-0.076646049	0.938905125	NA
C22orf42	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
NANOGNB	0	NA	NA	NA	NA	NA
LRRC72	0	NA	NA	NA	NA	NA
PCOTH	13.07837092	-0.622061464	0.355711469	-1.786515622	0.07401581	0.200272314
C1QTNF9B	12.76288195	-0.383563023	0.352575342	-1.145045608	0.252190265	0.472150003
KRTAP5-6	0	NA	NA	NA	NA	NA
FAM99B	0	NA	NA	NA	NA	NA
FAM99A	0	NA	NA	NA	NA	NA
KRTAP5-2	0	NA	NA	NA	NA	NA
KRTAP5-1	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
RPS3AP47	394.1270112	-0.17428989	0.121982307	-1.428717575	0.153085424	0.340247935
DEFB134	0	NA	NA	NA	NA	NA
DEFB135	0	NA	NA	NA	NA	NA
DEFB136	0	NA	NA	NA	NA	NA
C1RL-AS1	231.7453967	-0.229784968	0.140449622	-1.626002381	0.103949149	0.25698994
LOC100128770	0.326513883	0.069666376	0.152128056	0.424922578	0.670893115	NA
OR7E136P	0	NA	NA	NA	NA	NA
LOC100420864	6.126624766	0.669290614	0.374417251	1.689646473	0.091095609	0.232975604
BHLHA9	0.228925405	0.069666376	0.152128056	0.412690722	0.679833223	NA
ZNF316	267.4190916	-0.131157269	0.141264155	-0.932216198	0.351224806	0.57726108
SRRM2-AS1	8.881969065	-0.37276085	0.366782643	-0.953665597	0.34025294	0.566943012
DAZ4	0	NA	NA	NA	NA	NA
PDPK2P	296.184778	-0.219452321	0.153021912	-1.461333504	0.143923939	0.325915928
ONECUT3	0.357650581	0.037566319	0.15224924	0.233978573	0.815001613	NA
CEMP1	0	NA	NA	NA	NA	NA
OLIG2	0.122463467	-0.023492652	0.152128056	-0.141684586	0.887329151	NA
C21orf62	2.816832743	-0.066651427	0.35722677	-0.153680237	0.877861868	NA
PPP1R12BP2	0	NA	NA	NA	NA	NA
RNPS1	977.4872186	0.307210599	0.09121598	3.366292998	0.000761857	0.004793378
DAZ2	0	NA	NA	NA	NA	NA
USP17L6P	0	NA	NA	NA	NA	NA
NYNRIN	1605.252872	-1.139608609	0.10221439	-11.14575716	7.51E-29	8.69E-27
DNAJC19	370.3572206	0.295103066	0.12117485	2.434283929	0.014921285	0.058296421
DEFB109C	1.117715235	-0.00405756	0.252371172	0.245328325	0.806202222	NA
IFITM5	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
OR7E161P	0	NA	NA	NA	NA	NA
SMIM21	0	NA	NA	NA	NA	NA
DEFB109B	1.12665865	-0.062370546	0.247454875	-0.28015928	0.779355306	NA
DEFA7P	0	NA	NA	NA	NA	NA
C18orf63	0	NA	NA	NA	NA	NA
DEFA1	0	NA	NA	NA	NA	NA
DOK6	193.823553	-1.047853549	0.196546864	-5.328661232	9.89E-08	1.44E-06
JPT2	484.7109716	-0.008533528	0.146580701	-0.084383908	0.932751202	0.968123471
LHFPL7	0	NA	NA	NA	NA	NA
SERPINB11	0	NA	NA	NA	NA	NA
SERPINB4	0	NA	NA	NA	NA	NA
SERPINB5	0.18702423	0.038613367	0.152128056	0.252243586	0.80085279	NA
ZDHHC11B	7.278307525	0.162506651	0.37445885	0.399339576	0.68964301	0.844235718
LOC100652871	0	NA	NA	NA	NA	NA
KRTAP19-8	0	NA	NA	NA	NA	NA
KRTAP20-3	0	NA	NA	NA	NA	NA
KRTAP20-4	0	NA	NA	NA	NA	NA
KRTAP22-2	0	NA	NA	NA	NA	NA
KRTAP27-1	0	NA	NA	NA	NA	NA
CFAP99	0.532073906	0.018279112	0.162248561	0.179397484	0.857625606	NA
GOLGA8O	217.2928578	-0.356272819	0.138971739	-2.554418102	0.010636545	0.044388104
LINC03069	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
TMEM191C	8.525071746	0.27496714	0.369343856	0.67872165	0.497314246	0.707982968
FAM230H	0	NA	NA	NA	NA	NA
RPL23AP57	1.047468954	0.210904679	0.246384917	0.614990365	0.538561083	NA
RNASE13	0.136202085	-0.023492652	0.152128056	-0.145457383	0.884349762	NA
HBA1	11.1668215	-1.45437086	0.366414956	-3.764639209	0.00016679	0.001256434
HBM	0	NA	NA	NA	NA	NA
HBZP1	0	NA	NA	NA	NA	NA
ELOA2	0.531481471	-0.111597407	0.186223759	-0.478859556	0.632038544	NA
LINC02346	0	NA	NA	NA	NA	NA
ATP10A	291.3325126	1.240979332	0.160016026	7.772044323	7.72E-15	2.75E-13
DUXAP8	247.40398	-0.106234271	0.153235029	-0.801416499	0.422890567	0.646359899
ANKUB1	0.132012745	0.038613367	0.152128056	0.238145893	0.811767941	NA
TSSK2	0	NA	NA	NA	NA	NA
DAXX.1	0	NA	NA	NA	NA	NA
TAPBP.1	0	NA	NA	NA	NA	NA
PSMB8-AS1.1	0	NA	NA	NA	NA	NA
TAP2.1	0	NA	NA	NA	NA	NA
HLA-DQB1.1	0	NA	NA	NA	NA	NA
HLA-DRB1.1	0	NA	NA	NA	NA	NA
TSBP1.1	0	NA	NA	NA	NA	NA
PPT2.1	0	NA	NA	NA	NA	NA
TNXB.1	0	NA	NA	NA	NA	NA
PRR23A	0.139489653	0.038613367	0.152128056	0.241616321	0.809077474	NA
FOXL2NB	0.885816117	-0.198625864	0.222463437	-0.771792507	0.44023733	NA
NELFE.1	0	NA	NA	NA	NA	NA
DAXX.2	0	NA	NA	NA	NA	NA
ZBTB22	0	NA	NA	NA	NA	NA
TAPBP.2	0	NA	NA	NA	NA	NA
RGL2	0	NA	NA	NA	NA	NA
PFDN6.1	0	NA	NA	NA	NA	NA
WDR46.1	0	NA	NA	NA	NA	NA
B3GALT4	0	NA	NA	NA	NA	NA
VPS52	0	NA	NA	NA	NA	NA
RING1.1	0	NA	NA	NA	NA	NA
SLC39A7.1	0	NA	NA	NA	NA	NA
RXRB.1	0	NA	NA	NA	NA	NA
COL11A2.1	0	NA	NA	NA	NA	NA
HLA-DPA1.1	0	NA	NA	NA	NA	NA
HLA-DOA.1	0	NA	NA	NA	NA	NA
PSMB8-AS1.2	0	NA	NA	NA	NA	NA
TAP1.1	0	NA	NA	NA	NA	NA
PSMB8.1	0	NA	NA	NA	NA	NA
TAP2.2	0	NA	NA	NA	NA	NA
HLA-DQA1.1	0	NA	NA	NA	NA	NA
HLA-DQB1.2	0	NA	NA	NA	NA	NA
HLA-DQA1.2	0	NA	NA	NA	NA	NA
HLA-DRB1.2	0	NA	NA	NA	NA	NA
HLA-DRA.1	0	NA	NA	NA	NA	NA
TSBP1.2	0	NA	NA	NA	NA	NA
NOTCH4.1	0	NA	NA	NA	NA	NA
GPSM3	0	NA	NA	NA	NA	NA
PBX2.1	0	NA	NA	NA	NA	NA
AGER.1	0	NA	NA	NA	NA	NA
AGPAT1.1	0	NA	NA	NA	NA	NA
PPT2.2	0	NA	NA	NA	NA	NA
PRRT1.1	0	NA	NA	NA	NA	NA
HCP5	15.45408144	-0.652775661	0.352827105	-1.647315635	0.099493186	0.248709075
CYP21A2.1	0	NA	NA	NA	NA	NA
C4A	0	NA	NA	NA	NA	NA
STK19.1	0	NA	NA	NA	NA	NA
HCG27	10.42957112	-0.391828701	0.364136667	-1.104603395	0.269331479	0.49286357
DXO.1	0	NA	NA	NA	NA	NA
SKIC2.1	0	NA	NA	NA	NA	NA
CCHCR1.1	0	NA	NA	NA	NA	NA
LOC100652833	0.391908434	0.001014224	0.152691304	0.032405961	0.974148309	NA
NELFE.2	0	NA	NA	NA	NA	NA
ZBTB12.1	0	NA	NA	NA	NA	NA
C2.2	0	NA	NA	NA	NA	NA
EHMT2.1	0	NA	NA	NA	NA	NA
SLC44A4.2	0	NA	NA	NA	NA	NA
FLOT1.1	0	NA	NA	NA	NA	NA
SNHG32.1	0	NA	NA	NA	NA	NA
HSPA1L.1	0	NA	NA	NA	NA	NA
COL6A6	1430.289188	-0.790116227	0.162299316	-4.748976379	2.04E-06	2.35E-05
CLIC1	0	NA	NA	NA	NA	NA
DDAH2	0	NA	NA	NA	NA	NA
MPIG6B.1	0	NA	NA	NA	NA	NA
LY6G6C.1	0	NA	NA	NA	NA	NA
LY6G6D	0	NA	NA	NA	NA	NA
ABHD16A.1	0	NA	NA	NA	NA	NA
LY6G5C.2	0	NA	NA	NA	NA	NA
CSNK2B.1	0	NA	NA	NA	NA	NA
GPANK1.1	0	NA	NA	NA	NA	NA
APOM.1	0	NA	NA	NA	NA	NA
GNL1.1	0	NA	NA	NA	NA	NA
RAB12	578.6345759	0.310537981	0.136547153	2.26606346	0.023447498	0.083521015
LRRC30	0	NA	NA	NA	NA	NA
PRRC2A.1	0	NA	NA	NA	NA	NA
AIF1.1	0	NA	NA	NA	NA	NA
NCR3.1	0	NA	NA	NA	NA	NA
TMEM200C	0.822023598	-0.196668859	0.212424597	-0.672597218	0.501203572	NA
LST1.1	0	NA	NA	NA	NA	NA
HLA-C.1	0	NA	NA	NA	NA	NA
LTB.1	0	NA	NA	NA	NA	NA
TNF.1	0	NA	NA	NA	NA	NA
NFKBIL1.1	0	NA	NA	NA	NA	NA
ATP6V1G2	0	NA	NA	NA	NA	NA
HLA-F-AS1	0	NA	NA	NA	NA	NA
MCCD1.1	0	NA	NA	NA	NA	NA
PPIAP30	0.225637836	0.007560358	0.152128056	0.053130023	0.95762831	NA
MICB.1	0	NA	NA	NA	NA	NA
HLA-B	0	NA	NA	NA	NA	NA
HLA-C.2	0	NA	NA	NA	NA	NA
POU5F1.1	0	NA	NA	NA	NA	NA
TCF19.1	0	NA	NA	NA	NA	NA
CCHCR1.2	0	NA	NA	NA	NA	NA
PSORS1C1.1	0	NA	NA	NA	NA	NA
PSORS1C2.1	0	NA	NA	NA	NA	NA
CDSN.2	0	NA	NA	NA	NA	NA
C6orf15.1	0	NA	NA	NA	NA	NA
MUC21.1	0	NA	NA	NA	NA	NA
SFTA2.1	0	NA	NA	NA	NA	NA
GABBR1.1	0	NA	NA	NA	NA	NA
OR2H2.1	0	NA	NA	NA	NA	NA
UBD	0	NA	NA	NA	NA	NA
MAS1L.1	0	NA	NA	NA	NA	NA
OR2H1.1	0	NA	NA	NA	NA	NA
OR11A1.1	0	NA	NA	NA	NA	NA
OR10C1.1	0	NA	NA	NA	NA	NA
VARS2.1	0	NA	NA	NA	NA	NA
IER3.1	0	NA	NA	NA	NA	NA
FLOT1.2	0	NA	NA	NA	NA	NA
MDC1.1	0	NA	NA	NA	NA	NA
NRM.1	0	NA	NA	NA	NA	NA
PPP1R18.1	0	NA	NA	NA	NA	NA
DHX16.1	0	NA	NA	NA	NA	NA
C6orf136.1	0	NA	NA	NA	NA	NA
ATAT1.1	0	NA	NA	NA	NA	NA
PPP1R10.1	0	NA	NA	NA	NA	NA
ABCF1.1	0	NA	NA	NA	NA	NA
PRR3.1	0	NA	NA	NA	NA	NA
GNL1.2	0	NA	NA	NA	NA	NA
HLA-E.1	0	NA	NA	NA	NA	NA
TRIM39.1	0	NA	NA	NA	NA	NA
RNF39.1	0	NA	NA	NA	NA	NA
PPP1R11.1	0	NA	NA	NA	NA	NA
POLR1H.1	0	NA	NA	NA	NA	NA
